Cbias,credibility,domain,name,questionable,reporting,url,facebook,popularity,twitter
fake-news,low-credibility,housatonicvalleynews.com,Housatonic Valley News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/housatonic-valley-news/,,,
fake-news,low-credibility,howardconews.com,Howard County News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/howard-county-times-bias/,,,
fake-news,low-credibility,hrdailywire.com,HR Daily Wire,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/hr-daily-wire-bias/,,,
conspiracy-pseudoscience,low-credibility,hsionline.com,Health Sciences Institute,[],low,https://mediabiasfactcheck.com/health-sciences-institute/,,58,
fake-news,low-credibility,hudsontoday.com,Hudson Today,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/hudson-today-bias/,,,
conspiracy-pseudoscience,low-credibility,humansarefree.com,Humans are Free,[],low,https://mediabiasfactcheck.com/humans-are-free/,HumansAreFree,67,
fake-news,low-credibility,huntsvilleleader.com,Huntsville Leader,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/huntsville-leader/,,2,
fake-news,low-credibility,hutchtoday.com,Hutch Today,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/hutch-today-bias/,,,
fake-news,low-credibility,ibxnews.com,IBX News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/ibx-news-bias/,,,
conspiracy-pseudoscience,low-credibility,icandecide.org,ICAN - Informed Consent Action Network,[],low,https://mediabiasfactcheck.com/ican-informed-consent-action-network-bias/,,,
conspiracy-pseudoscience,low-credibility,iceagenow.info,Ice Age Now,[],low,https://mediabiasfactcheck.com/ice-age-now/,,58,IceAgeBob
conspiracy-pseudoscience,low-credibility,icic.law,International Crimes Investigative Committee,[],very-low,https://mediabiasfactcheck.com/icic-law-international-crimes-investigative-committee-bias/,,,
conspiracy-pseudoscience,low-credibility,icr.org,Institute for Creation Research,[],very-low,https://mediabiasfactcheck.com/institute-for-creation-research-icr/,,56,
fake-news,low-credibility,idahofreedom.org,Idaho Freedom Foundation,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'misinformation', 'hate']",low,https://mediabiasfactcheck.com/idaho-freedom-foundation-bias/,,,
fake-news,low-credibility,idahotribune.org,Idaho Tribune,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation', 'hate']",low,https://mediabiasfactcheck.com/idaho-tribune-bias/,,,
fake-news,low-credibility,identityevropa.com,Identity Evropa,[],very-low,https://mediabiasfactcheck.com/identity-evropa/,,45,
fake-news,low-credibility,ifapray.org,Intercessors for America,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation', 'hate']",low,https://mediabiasfactcheck.com/intercessors-for-america-ifa-bias/,,,
fake-news,low-credibility,ifyouonlynews.com,If You Only News,[],very-low,https://mediabiasfactcheck.com/if-you-only-news/,,39,
fake-news,low-credibility,iharare.com,iHarare,"['poor-sourcing', 'failed-fact-checks', 'fake-news']",mixed,https://mediabiasfactcheck.com/iharare/,,45,
fake-news,low-credibility,ihatethemedia.com,I Hate the Media,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'false-claims', 'misinformation', 'fake-news']",low,https://mediabiasfactcheck.com/i-hate-the-media/,,58,ihatethemedia
fake-news,low-credibility,ihavethetruth.com,I have the Truth,[],low,https://mediabiasfactcheck.com/i-have-the-truth/,,38,
conspiracy-pseudoscience,low-credibility,ihealthtube.com,iHealthtube.com,[],low,https://mediabiasfactcheck.com/ihealthtube/,ihealthtube,53,ihealthtube
conspiracy-pseudoscience,low-credibility,iheartintelligence.com,I Heart Intelligence,[],mixed,https://mediabiasfactcheck.com/i-heart-intelligence/,,57,
fake-news,low-credibility,ihr.org,Institute for Historical Review (IHR),"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'misinformation', 'hate']",very-low,https://mediabiasfactcheck.com/institute-for-historical-review/,,52,
fake-news,low-credibility,ihypocrite.net,"I, Hypocrite","['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'misinformation']",mixed,https://mediabiasfactcheck.com/i-hypocrite/,ihypocrite,23,lporiginalg
fake-news,low-credibility,illegalaliencrimereport.com,Illegal Alien Crime Report,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'hate']",mixed,https://mediabiasfactcheck.com/illegal-alien-crime-report/,illegalaliencrimereport,44,USIACrimeReport
fake-news,low-credibility,illicitinfo.com,Illicit Info,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'fake-news']",low,https://mediabiasfactcheck.com/illicit-info/,,28,SidneyMark
fake-news,low-credibility,illinoisvalleytimes.com,Illinois Valley Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/illinois-valley-times-bias/,,,
conspiracy-pseudoscience,low-credibility,illuminati-news.com,Illuminati News,[],low,https://mediabiasfactcheck.com/illuminati-news/,wespenre.channel.1,58,
conspiracy-pseudoscience,low-credibility,illuminatiwatcher.com,Illuminati Watcher,[],low,https://mediabiasfactcheck.com/illuminati-watcher/,Illuminatiwatcher,60,illuminatieyes
fake-news,low-credibility,ilovemyfreedom.org,I love my Freedom,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'misinformation']",very-low,https://mediabiasfactcheck.com/i-love-my-freedom/,ilmforg,44,ilmforg
conspiracy-pseudoscience,low-credibility,ilovenativeamericans.us,I Love Native Americans,[],mixed,https://mediabiasfactcheck.com/i-love-native-americans/,,7,
fake-news,low-credibility,ilprimatonazionale.it,Il Primato Nazionale,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation', 'hate']",mixed,https://mediabiasfactcheck.com/il-primato-nazionale-bias/,,,
fake-news,low-credibility,imowired.com,IMOwired,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'misinformation', 'fake-news']",very-low,https://mediabiasfactcheck.com/imowired/,imowired,21,
fake-news,low-credibility,imperialcanews.com,Imperial CA News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/imperial-ca-news/,,4,
conspiracy-pseudoscience,low-credibility,independentlivingnews.com,Independent Living News,[],mixed,https://mediabiasfactcheck.com/independent-living-news/,IndependentLivingNewsletter,30,
fake-news,low-credibility,independentminute.com,Independent Minute,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation']",low,https://mediabiasfactcheck.com/independent-minute-bias/,,,
conspiracy-pseudoscience,low-credibility,independentsciencenews.org,Independent Science News,[],mixed,https://mediabiasfactcheck.com/independent-science-news/,BioSRP,50,
fake-news,low-credibility,independentsentinel.com,Independent Sentinel,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation']",mixed,https://mediabiasfactcheck.com/independent-sentinel/,Capitalists,61,indiesentinel
fake-news,low-credibility,indigenous.club,Native Americans,[],very-low,https://mediabiasfactcheck.com/native-americans/,,13,
fake-news,low-credibility,indystandard.com,Indy Standard,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/indy-standard-bias/,,,
conspiracy-pseudoscience,low-credibility,infiniteunknown.net,Infinite Unknown,[],very-low,https://mediabiasfactcheck.com/infinite-unknown/,,56,
fake-news,low-credibility,infogalactic.com,InfoGalactic,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience']",low,https://mediabiasfactcheck.com/infogalactic/,,48,
conspiracy-pseudoscience,low-credibility,informationclearinghouse.info,Information Clearing House,[],mixed,https://mediabiasfactcheck.com/information-clearing-house/,,64,
fake-news,low-credibility,informationliberation.com,Information Liberation,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'misinformation']",low,https://mediabiasfactcheck.com/information-liberation/,informationliberation,65,infolibnews
fake-news,low-credibility,informedowners.com,Informed Owners,[],very-low,https://mediabiasfactcheck.com/informed-owners/,,14,
fake-news,low-credibility,informer.rs,Informer - Serbia,"['propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'misinformation']",mixed,https://mediabiasfactcheck.com/informer-serbia-bias/,,,
fake-news,low-credibility,inforos.ru,InfoRos.ru,[],low,https://mediabiasfactcheck.com/inforos/,,51,
conspiracy-pseudoscience,low-credibility,ingredients.news,Ingredients.News,[],very-low,https://mediabiasfactcheck.com/ingredients-news/,,34,
fake-news,low-credibility,innerstrength.zone,Inner Strength Zone,['false-claims'],mixed,https://mediabiasfactcheck.com/inner-strength-zone/,,20,
fake-news,low-credibility,insidethemagic.net,Inside the Magic,"['poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation']",mixed,https://mediabiasfactcheck.com/inside-the-magic-bias/,,,
fake-news,low-credibility,instapundit.com,InstaPundit,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims']",mixed,https://mediabiasfactcheck.com/instapundit-bias/,,,
fake-news,low-credibility,insuranceratereporter.com,Insurance Rate Reporter,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/insurance-rate-reporter-bias/,,,
conspiracy-pseudoscience,low-credibility,intellihub.com,Intellihub,[],low,https://mediabiasfactcheck.com/intellihub/,intelligencehub,56,intellihubnews
fake-news,low-credibility,interioralaskanews.com,Interior Alaska News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/interior-alaska-news/,,2,
fake-news,low-credibility,internationalman.com,Doug Casey's International Man,"['conspiracy', 'censorship', 'poor-sourcing', 'false-claims', 'misinformation']",mixed,https://mediabiasfactcheck.com/doug-caseys-international-man-bias/,,,
conspiracy-pseudoscience,low-credibility,investmentwatchblog.com,Investment Watch Blog,[],mixed,https://mediabiasfactcheck.com/investment-watch-blog/,,58,
fake-news,low-credibility,iowacitytoday.com,Iowa City Today,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/iowa-city-today-bias/,,,
conspiracy-pseudoscience,low-credibility,iowaclimate.org,Iowa Climate Science Education,[],low,https://mediabiasfactcheck.com/iowa-climate-science-education/,iowaclimate,20,IowaClimate
fake-news,low-credibility,ipatriot.com,iPatriot,"['propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing']",mixed,https://mediabiasfactcheck.com/ipatriot/,ipatriot,50,theipatriot
fake-news,low-credibility,isgp-studies.com,Institute for the Study of Globalization and Covert Politics,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation', 'hate', 'fake-news']",low,https://mediabiasfactcheck.com/institute-for-the-study-of-globalization-and-covert-politics-isgp-bias-and-credibility/,,,
conspiracy-pseudoscience,low-credibility,israel365news.com,Israel365 News,[],mixed,https://mediabiasfactcheck.com/israel365-news/,,,
conspiracy-pseudoscience,low-credibility,israelislamandendtimes.com,"Israel, Islam and End Times",[],low,https://mediabiasfactcheck.com/israel-islam-end-times/,israelislamandendtimes,27,
fake-news,low-credibility,israelunwired.com,Israel Unwired,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation', 'hate']",low,https://mediabiasfactcheck.com/israel-unwired-bias/,,,
fake-news,low-credibility,israelvideonetwork.com,Israel Video Network,[],mixed,https://mediabiasfactcheck.com/israel-video-network/,IsraelVideoNetwork,57,IsraelVideos
fake-news,low-credibility,israelwarroom.com,Israel War Room,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'misinformation', 'hate']",mixed,https://mediabiasfactcheck.com/israel-war-room-bias/,,,
fake-news,low-credibility,it.sputniknews.com,Sputnik News Agency - Italia,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'failed-fact-checks', 'false-claims', 'misinformation']",very-low,https://mediabiasfactcheck.com/sputnik-news-agency-italia-bias/,,,
fake-news,low-credibility,itaglive.com,Itag Live,[],very-low,https://mediabiasfactcheck.com/itag-live/,,11,itaglive
fake-news,low-credibility,itemfix.com,LiveLeak (ItemFix),"['poor-sourcing', 'false-claims']",mixed,https://mediabiasfactcheck.com/liveleak/,liveleak.official,90,
fake-news,low-credibility,ivmmeta.com,Ivermectin for Covid-19 (ivmmeta.com),"['propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks']",mixed,https://mediabiasfactcheck.com/ivermectin-for-covid-19-ivmmeta-com-bias/,,,
fake-news,low-credibility,iz.ru,Izvestia,"['propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation']",mixed,https://mediabiasfactcheck.com/izvestia-%d0%b8%d0%b7%d0%b2%d0%b5%d1%81%d1%82%d0%b8%d1%8f-bias/,,,
fake-news,low-credibility,jacksonpurchasenews.com,Jackson Purchase News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/jackson-purchase-news-bias/,,,
fake-news,low-credibility,jbs.org,John Birch Society,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation', 'hate']",low,https://mediabiasfactcheck.com/john-birch-society-bias/,,,
conspiracy-pseudoscience,low-credibility,jedanews.com,Jeda News,[],low,https://mediabiasfactcheck.com/jeda-news/,,,
fake-news,low-credibility,jeffcitynews.com,Jefferson City News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/jefferson-city-news-bias/,,,
fake-news,low-credibility,jeffcotimes.com,Jefferson County Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/jefferson-county-times-bias/,,,
conspiracy-pseudoscience,low-credibility,jeffereyjaxen.com,JeffereyJaxen.com,[],mixed,https://mediabiasfactcheck.com/jeffereyjaxen-com/,jefferey.jaxen.1,35,JeffereyJaxen
fake-news,low-credibility,jeffersonreporter.com,Jefferson Reporter,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/jefferson-reporter/,,4,
conspiracy-pseudoscience,low-credibility,jesus-is-savior.com,Jesus is Savior,[],very-low,https://mediabiasfactcheck.com/jesus-is-savior/,,66,
conspiracy-pseudoscience,low-credibility,jesusdaily.com,Jesus Daily,[],low,https://mediabiasfactcheck.com/jesus-daily/,JesusDaily,38,JesusDaily
conspiracy-pseudoscience,low-credibility,jewsnews.co.il,Jews News,[],low,https://mediabiasfactcheck.com/jews-news/,,44,
fake-news,low-credibility,jewwatch.com,Jew Watch,[],low,https://mediabiasfactcheck.com/jew-watch/,,50,
conspiracy-pseudoscience,low-credibility,jimmydeyoungjr.org,Prophecy Today,[],low,https://mediabiasfactcheck.com/prophecy-today/,,44,
fake-news,low-credibility,jocotoday.com,Joco today,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/joco-today-bias/,,,
conspiracy-pseudoscience,low-credibility,joebiden.news,JoeBiden.News,[],very-low,https://mediabiasfactcheck.com/joebiden-news/,,26,
fake-news,low-credibility,joeforamerica.com,Joe for America,[],low,https://mediabiasfactcheck.com/joe-for-america/,FreedomandtheamericanWay,51,
fake-news,low-credibility,joerogan.com,The Joe Rogan Experience,"['conspiracy', 'censorship', 'failed-fact-checks', 'false-claims', 'misinformation']",mixed,https://mediabiasfactcheck.com/the-joe-rogan-experience-bias/,,,
fake-news,low-credibility,johnstonreporter.com,Johnston Reporter,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/johnston-reporter-bias/,,,
fake-news,low-credibility,jonesborotimes.com,Jonesboro Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/jonesboro-times/,,3,
conspiracy-pseudoscience,low-credibility,jonesreport.com,Jones Report,[],very-low,https://mediabiasfactcheck.com/jones-report/,AlexanderEmerickJones,44,
fake-news,low-credibility,jookos.com,Jookos News,[],low,https://mediabiasfactcheck.com/jookos-news/,,25,
fake-news,low-credibility,jordanbpeterson.com,JordanBPeterson.com,"['conspiracy', 'censorship', 'failed-fact-checks', 'false-claims', 'misinformation', 'hate']",mixed,https://mediabiasfactcheck.com/jordanbpeterson-com-bias/,,,
fake-news,low-credibility,journal-neo.org,NEO - New Eastern Outlook,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation']",low,https://mediabiasfactcheck.com/neo-new-eastern-outlook/,,,
fake-news,low-credibility,judicialwatch.org,Judicial Watch,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation']",low,https://mediabiasfactcheck.com/judicial-watch/,JudicialWatch,64,
conspiracy-pseudoscience,low-credibility,judithcurry.com,Climate Etc,[],mixed,https://mediabiasfactcheck.com/climate-etc/,,61,curryja
conspiracy-pseudoscience,low-credibility,junkscience.com,JunkScience.com,[],low,https://mediabiasfactcheck.com/junkscience-com/,,59,
conspiracy-pseudoscience,low-credibility,justonefocus.org,Just One Focus,[],very-low,https://mediabiasfactcheck.com/just-one-focus-bias/,,,
fake-news,low-credibility,justthefacts.org,Just the Facts,"['propaganda', 'plagiarism', 'pseudoscience', 'misinformation']",mixed,https://mediabiasfactcheck.com/just-the-facts/,,34,
fake-news,low-credibility,justthenews.com,Just The News,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'failed-fact-checks', 'false-claims', 'misinformation']",mixed,https://mediabiasfactcheck.com/just-the-news/,,52,
conspiracy-pseudoscience,low-credibility,jw.org,Jehovah's Witnesses (jw.org),[],low,https://mediabiasfactcheck.com/jehovahs-witnesses-jw-org/,,,
fake-news,low-credibility,kalamazootimes.com,Kalamazoo Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/kalamazoo-times-bias/,,,
fake-news,low-credibility,kamalaborderbloodbath.com,Kamala Border Bloodbath,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'misinformation']",mixed,https://mediabiasfactcheck.com/kamala-border-bloodbath-bias-and-credibility/,,,
fake-news,low-credibility,kanecountyreporter.com,Kane County Reporter,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/kane-county-reporter/,,,
fake-news,low-credibility,kankakeetimes.com,Kankakee Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/kankakee-times-bias/,,,
fake-news,low-credibility,katehon.com,Katehon,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation']",low,https://mediabiasfactcheck.com/katehon-bias/,,,
fake-news,low-credibility,kauaisun.com,Kauai Sun,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/kauai-sun/,,,
fake-news,low-credibility,kcna.kp,Korean Central News Agency,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'misinformation']",very-low,https://mediabiasfactcheck.com/korean-central-news-agency/,,59,
fake-news,low-credibility,kcreporter.com,KC Reporter,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/kc-reporter-bias/,,,
fake-news,low-credibility,kendallcountytimes.com,Kendall County Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/kendall-county-times/,,,
fake-news,low-credibility,kentcountytoday.com,Kent County Today,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/kent-county-today/,,,
fake-news,low-credibility,kentuckianatimes.com,Kentuckiana Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/kentuckiana-times-bias/,,,
fake-news,low-credibility,kerncountytimes.com,Kern Country Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/kern-county-times/,,4,
fake-news,low-credibility,keystonenewsroom.com,The Keystone,"['propaganda', 'plagiarism', 'pseudoscience', 'imposter']",mixed,https://mediabiasfactcheck.com/the-keystone-bias/,,,
fake-news,low-credibility,keywestreporter.com,Key West Reporter,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/key-west-reporter/,,,
fake-news,low-credibility,kingscountytimes.com,Kings County Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/kings-county-times/,,5,
fake-news,low-credibility,kiwifarms.net,Kiwi Farms,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation', 'hate']",low,https://mediabiasfactcheck.com/fake-news/,,,
conspiracy-pseudoscience,low-credibility,kla.tv,Kla.TV,[],very-low,https://mediabiasfactcheck.com/kla-tv-klagemauer-tv-bias/,,,
fake-news,low-credibility,knightstemplarinternational.com,Knights Templar International,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'misinformation', 'hate']",low,https://mediabiasfactcheck.com/knights-templar-international/,knightstemplarint,35,
conspiracy-pseudoscience,low-credibility,knowledgeoftoday.org,Knowledge of Today,[],low,https://mediabiasfactcheck.com/knowledge-of-today/,None,45,TruthofToday
fake-news,low-credibility,kokomostandard.com,Kokomo Standard,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/kokomo-standard-bias/,,,
fake-news,low-credibility,kp.ru,Komsomolskaya Pravda (K.P.),"['propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks']",mixed,https://mediabiasfactcheck.com/komsomolskaya-pravda-kp-ru-bias/,,,
fake-news,low-credibility,kremlin.ru,Kremlin.ru,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation', 'fake-news']",mixed,https://mediabiasfactcheck.com/kremlin-ru-bias/,,,
fake-news,low-credibility,lacrosseleader.org,La Crosse Leader,"['propaganda', 'plagiarism', 'pseudoscience', 'imposter']",mixed,https://mediabiasfactcheck.com/la-crosse-leader-bias/,,,
fake-news,low-credibility,ladbible.com,LADbible,"['poor-sourcing', 'misinformation', 'fake-news']",very-low,https://mediabiasfactcheck.com/ladbible/,,,
fake-news,low-credibility,ladylibertysnews.com,Lady Liberty News,[],low,https://mediabiasfactcheck.com/lady-liberty-news/,ladylibertynews,21,
fake-news,low-credibility,lafayettereporter.com,Lafayette Reporter,"['poor-sourcing', 'failed-fact-checks', 'imposter']",mixed,https://mediabiasfactcheck.com/lafayette-reporter-bias/,,,
fake-news,low-credibility,lafayettetimes.com,Lafayette Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/lafayette-times-bias/,,,
fake-news,low-credibility,laharbornews.com,LA Harbor News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/la-harbor-news/,,4,
fake-news,low-credibility,lakecountygazette.com,Lake County Gazette,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/lake-county-gazette-bias/,,,
fake-news,low-credibility,lakecountytimes.com,Lake County Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/lake-county-times-bias/,,,
fake-news,low-credibility,lakeregionnews.com,Lake Region News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/lake-region-news-bias/,,,
fake-news,low-credibility,laketahoesun.com,Lake Tahoe Sun,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/lake-tahoe-sun/,,4,
fake-news,low-credibility,lancastercourier.com,Lancaster Courier,"['poor-sourcing', 'imposter']",mixed,https://mediabiasfactcheck.com/lancaster-courier/,,20,
fake-news,low-credibility,laneconews.com,Lane County News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/lane-county-news-bias-and-credibility/,,,
fake-news,low-credibility,lansingsun.com,Lansing Sun,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/lansing-sun-bias/,,,
fake-news,low-credibility,larimernews.com,Larimer News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/larimer-news/,,,
conspiracy-pseudoscience,low-credibility,larouchepac.com,LaRouche PAC,[],low,https://mediabiasfactcheck.com/larouche-pac/,,61,
fake-news,low-credibility,lastfrontiernews.com,Last Frontier News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/last-frontier-news/,,4,
fake-news,low-credibility,lastresistance.com,The Last Resistance,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'misinformation', 'fake-news']",low,https://mediabiasfactcheck.com/the-last-resistance/,Last,38,
fake-news,low-credibility,lasvegascitywire.com,Las Vegas City Wire,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/las-vegas-city-wire-bias/,,,
conspiracy-pseudoscience,low-credibility,latitudes.org,ACN Latitudes,[],mixed,https://mediabiasfactcheck.com/acn-latitudes/,ACNLatitudes,35,ACNLatitudes
fake-news,low-credibility,laurelhighlandstoday.com,Laurel Highlands Today,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/laurel-highlands-today-bias/,,,
fake-news,low-credibility,laverita.info,La Verita,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation']",mixed,https://mediabiasfactcheck.com/la-verita-bias/,,,
fake-news,low-credibility,lawrencereporter.com,Lawrence Reporter,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/lawrence-reporter-bias/,,,
fake-news,low-credibility,lawrencetimes.com,Lawrence Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/lawrence-times-bias/,,,
fake-news,low-credibility,laxleader.com,LAX Leader,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/lax-leader/,,7,
fake-news,low-credibility,lc.org,Liberty Counsel,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation', 'hate']",low,https://mediabiasfactcheck.com/liberty-counsel-bias/,,,
fake-news,low-credibility,learnprogress.org,Learn Progress,[],low,https://mediabiasfactcheck.com/learn-progress/,,25,
conspiracy-pseudoscience,low-credibility,learntherisk.org,LearnTheRisk.org,[],very-low,https://mediabiasfactcheck.com/learntherisk-org/,,40,
fake-news,low-credibility,lebanonpanews.com,Lebanon PA News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/lebanon-pa-news-bias/,,,
fake-news,low-credibility,leftaction.com,Left Action,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'misinformation']",low,https://mediabiasfactcheck.com/left-action/,leftaction,49,
conspiracy-pseudoscience,low-credibility,leftcult.com,LeftCult,[],very-low,https://mediabiasfactcheck.com/leftcult/,,37,
fake-news,low-credibility,leftexposed.org,Left Exposed,"['propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'misinformation']",low,https://mediabiasfactcheck.com/left-exposed/,,29,
fake-news,low-credibility,legalnewsline.com,Legal Newsline,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/legal-newsline-bias/,,,
conspiracy-pseudoscience,low-credibility,legitgov.org,Citizens for Legitimate Government,[],mixed,https://mediabiasfactcheck.com/citizens-for-legitimate-government-clg-news/,CitizensForLegitimateGovernment,49,legitgov
fake-news,low-credibility,lehighnews.org,Lehigh Valley News,"['propaganda', 'plagiarism', 'pseudoscience', 'imposter']",mixed,https://mediabiasfactcheck.com/lehigh-valley-news-bias/,,,
